EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,THETA
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,UG/KG,,UG/KG,,DEG C
  58GS20090528,   GIN,   230,  1,     23,2,20090604,1848, 73.4170,  -1.5820, 3132,      5.5,   0.6780,  34.8288,2,  34.8211,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.6778
  58GS20090528,   GIN,   231,  1,      1,2,20090605,1251, 75.0000,  -6.9890, 3410,   3399.7,  -0.8070,  34.9094,2,  34.8889,2,    299.6,2,    12.96,2,    14.85,2,     0.01,2,     1.01,2, -999.000,9, -999.000,9,       -999,9,   2162.3,2,   2307.6,2,  -999.00,9,  -999.00,9,  -1.0066
  58GS20090528,   GIN,   231,  1,      2,2,20090605,1251, 75.0000,  -6.9890, 3410,   3000.3,  -0.8220,  34.9102,2,  34.8838,2,    299.3,2,    12.88,2,    14.93,2,     0.03,2,     1.01,2,    0.840,2,    0.407,2,0.326694037,2,   2162.5,2,   2304.2,2,  -999.00,9,  -999.00,9,  -0.9879
  58GS20090528,   GIN,   231,  1,      3,2,20090605,1251, 75.0000,  -6.9890, 3410,   2500.4,  -0.8020,  34.9114,2,  34.8764,2,    298.5,2,    12.22,2,    14.70,2,     0.02,2,     1.01,2,    0.937,2,    0.445,2,0.544716304,2,   2163.4,2,   2304.3,2,  -999.00,9,  -999.00,9,  -0.9301
  58GS20090528,   GIN,   231,  1,      4,2,20090605,1251, 75.0000,  -6.9890, 3410,   1999.8,  -0.7310,  34.9082,2,  34.8741,2,    300.2,2,    11.14,2,    14.62,2,     0.02,2,     1.01,2,    1.688,2,    0.799,2,0.933746501,2,   2164.1,2,   2302.8,2,  -999.00,9,  -999.00,9,  -0.8259
  58GS20090528,   GIN,   231,  1,      5,2,20090605,1251, 75.0000,  -6.9890, 3410,   1499.1,  -0.6280,  34.8985,2,  34.8632,2,    330.6,2,     7.01,2,    12.86,2,     0.01,2,     0.89,2,    5.730,2,    2.872,2, 3.26299674,2,   2177.8,3,   2300.6,2,  -999.00,9,  -999.00,9,  -0.6938
  58GS20090528,   GIN,   231,  1,      6,2,20090605,1251, 75.0000,  -6.9890, 3410,   1199.7,  -0.6030,  34.9010,2,  34.8614,2,    331.4,2,     6.82,2,    12.78,2,     0.01,2,     0.89,2,    5.984,2,    2.952,2, 3.52996572,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.6527
  58GS20090528,   GIN,   231,  1,      7,2,20090605,1251, 75.0000,  -6.9890, 3410,    999.8,  -0.6210,  34.8989,2,  34.8550,2,    330.9,2,     6.85,2,    12.76,2,     0.02,2,     0.89,2,    6.066,2,    2.931,2, 4.18105808,2,   2164.4,2,   2300.1,2,  -999.00,9,  -999.00,9,  -0.6605
  58GS20090528,   GIN,   231,  1,      8,2,20090605,1251, 75.0000,  -6.9890, 3410,    799.4,  -0.6000,  34.9001,2,  34.8557,2,    330.5,2,     6.83,2,    12.83,2,     0.01,2,     0.89,2,    6.077,2,    2.930,2, 3.61510475,2,   2165.1,2,   2298.8,2,  -999.00,9,  -999.00,9,  -0.6302
  58GS20090528,   GIN,   231,  1,      9,2,20090605,1251, 75.0000,  -6.9890, 3410,    600.6,  -0.5890,  34.8990,2,  34.9026,2,    330.7,2,     6.78,2,    12.73,2,     0.02,2,     0.89,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.6107
  58GS20090528,   GIN,   231,  1,     10,2,20090605,1251, 75.0000,  -6.9890, 3410,    600.7,  -0.5890,  34.8991,2,-999.0000,9,    330.7,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    6.090,6,    2.905,2, 4.27128663,2,   2164.4,2,   2297.3,2,  -999.00,9,  -999.00,9,  -0.6107
  58GS20090528,   GIN,   231,  1,     11,2,20090605,1251, 75.0000,  -6.9890, 3410,    499.6,  -0.5580,  34.8997,2,-999.0000,9,    329.9,2,     6.77,2,    12.69,2,     0.02,2,     0.88,2,    6.125,2,    2.867,2, 4.43860981,2,   2164.4,2,   2300.3,2,  -999.00,9,  -999.00,9,  -0.5757
  58GS20090528,   GIN,   231,  1,     12,2,20090605,1251, 75.0000,  -6.9890, 3410,    399.6,  -0.6030,  34.8950,2,-999.0000,9,   -999.0,9,     6.87,2,    12.80,2,     0.03,2,     0.89,2,    6.077,2,    2.842,2, 4.68650612,2,   2163.1,2,   2301.9,2,  -999.00,9,  -999.00,9,  -0.6167
  58GS20090528,   GIN,   231,  1,     13,2,20090605,1251, 75.0000,  -6.9890, 3410,    299.2,  -0.5210,  34.8977,2,-999.0000,9,    326.6,2,     6.92,2,    12.93,2,     0.02,2,     0.90,2,    5.868,2,    2.729,2, 4.08492183,2,   2164.2,2,   2304.0,2,  -999.00,9,  -999.00,9,  -0.5312
  58GS20090528,   GIN,   231,  1,     14,2,20090605,1251, 75.0000,  -6.9890, 3410,    199.5,  -0.4670,  34.8978,2,-999.0000,9,    328.3,2,     6.67,2,    12.59,2,     0.04,2,     0.89,2,    6.023,2,    2.727,2, 4.10085322,2,   2162.6,2,   2302.0,2,  -999.00,9,  -999.00,9,  -0.4737
  58GS20090528,   GIN,   231,  1,     15,2,20090605,1251, 75.0000,  -6.9890, 3410,    149.3,  -0.4270,  34.8946,2,-999.0000,9,    328.5,2,     6.54,2,    12.43,2,     0.05,2,     0.87,2,    6.062,2,    2.700,2, 3.58037221,2,   2162.7,2,   2301.6,2,  -999.00,9,  -999.00,9,  -0.4320
  58GS20090528,   GIN,   231,  1,     16,2,20090605,1251, 75.0000,  -6.9890, 3410,    123.8,  -0.4160,  34.8914,2,-999.0000,9,   -999.0,9,     6.51,2,    12.31,2,     0.05,2,     0.86,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.4201
  58GS20090528,   GIN,   231,  1,     17,2,20090605,1251, 75.0000,  -6.9890, 3410,     99.3,  -0.4020,  34.8893,2,-999.0000,9,    327.2,2,     6.52,2,    12.08,2,     0.04,2,     0.87,2,    5.861,2,    2.606,2, 4.25441547,2,   2161.7,2,   2301.0,2,     0.02,2,     0.14,2,  -0.4053
  58GS20090528,   GIN,   231,  1,     18,2,20090605,1251, 75.0000,  -6.9890, 3410,     73.7,  -0.3190,  34.8868,2,-999.0000,9,    326.5,2,     6.39,2,    12.03,2,     0.05,2,     0.85,2,    5.879,2,    2.662,2,  3.6799051,2,   2159.0,2,   2300.6,2,     0.06,2,     0.17,2,  -0.3215
  58GS20090528,   GIN,   231,  1,     19,2,20090605,1251, 75.0000,  -6.9890, 3410,     49.9,  -0.1870,  34.8737,2,-999.0000,9,    336.7,2,     5.46,2,    10.81,2,     0.05,2,     0.79,2,    6.251,2,    2.829,2, 4.44190198,2,   2156.6,2,   2299.3,2,     0.44,2,     0.39,2,  -0.1887
  58GS20090528,   GIN,   231,  1,     20,2,20090605,1251, 75.0000,  -6.9890, 3410,     49.9,  -0.1880,  34.8739,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.1897
  58GS20090528,   GIN,   231,  1,     21,2,20090605,1251, 75.0000,  -6.9890, 3410,     29.3,   0.1720,  34.8804,2,-999.0000,9,    375.1,2,     1.19,2,     7.56,2,     0.07,2,     0.58,2,    6.844,2,    3.060,2,  4.3002965,2,   2129.3,2,   2302.7,2,     1.16,2,     0.55,2,   0.1709
  58GS20090528,   GIN,   231,  1,     22,2,20090605,1251, 75.0000,  -6.9890, 3410,     19.7,   1.0490,  34.8574,2,-999.0000,9,   -999.0,9,     0.09,2,     5.10,2,     0.06,2,     0.43,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,     0.91,2,     0.28,2,   1.0481
  58GS20090528,   GIN,   231,  1,     23,2,20090605,1251, 75.0000,  -6.9890, 3410,      9.6,   1.0420,  34.8596,2,-999.0000,9,   -999.0,9,     0.10,2,     5.20,2,     0.07,2,     0.45,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,     0.96,2,     0.25,2,   1.0416
  58GS20090528,   GIN,   231,  1,     24,2,20090605,1251, 75.0000,  -6.9890, 3410,      4.4,   1.0350,  34.8602,2,-999.0000,9,    378.5,2,     0.09,2,     5.14,2,     0.07,2,     0.43,2,    6.944,2,    3.138,2, 4.20941237,2,   2113.1,2,   2302.7,2,     0.70,2,     0.23,2,   1.0348
  58GS20090528,   GIN,   232,  1,      1,2,20090605,2028, 74.9850,  -5.9440, 3465,   3450.8,  -0.8090,  34.9095,2,  34.8739,2,    299.1,2,    13.32,2,    14.85,2,     0.02,2,     1.01,2,    0.864,2,    0.352,2,0.311679292,2,   2164.1,2,   2307.1,2,  -999.00,9,  -999.00,9,  -1.0129
  58GS20090528,   GIN,   232,  1,      2,2,20090605,2028, 74.9850,  -5.9440, 3465,   3000.8,  -0.8190,  34.9112,2,  34.9118,2,    298.9,2,    12.79,2,    14.71,2,     0.02,2,     1.01,2,    0.849,2,    0.351,2,0.171931903,2,   2162.5,2,   2298.1,2,  -999.00,9,  -999.00,9,  -0.9852
  58GS20090528,   GIN,   232,  1,      3,2,20090605,2028, 74.9850,  -5.9440, 3465,   2500.8,  -0.8200,  34.9121,2,  34.9135,2,    298.3,2,    12.45,2,    14.73,2,     0.02,2,     1.01,2, -999.000,9, -999.000,9,       -999,9,   2162.9,2,   2301.0,2,  -999.00,9,  -999.00,9,  -0.9479
  58GS20090528,   GIN,   232,  1,      4,2,20090605,2028, 74.9850,  -5.9440, 3465,   2000.3,  -0.8010,  34.9107,2,  34.9145,2,    298.2,2,    11.97,2,    14.57,2,     0.02,2,     1.00,2,    1.129,2,    0.467,2,0.688271983,2,   2163.2,2,   2300.5,2,  -999.00,9,  -999.00,9,  -0.8950
  58GS20090528,   GIN,   232,  1,      5,2,20090605,2028, 74.9850,  -5.9440, 3465,   1500.1,  -0.7480,  34.9069,2,  34.9081,2,    300.6,2,    10.90,2,    14.39,2,     0.02,2,     0.99,2,    1.906,2,    0.791,2,   1.141577,2,   2163.2,2,   2302.0,2,  -999.00,9,  -999.00,9,  -0.8125
  58GS20090528,   GIN,   232,  1,      6,2,20090605,2028, 74.9850,  -5.9440, 3465,   1200.1,  -0.7230,  34.9033,2,  34.9058,2,   -999.0,9,    10.17,2,    14.02,2,     0.02,2,     0.97,2,    2.667,2,    1.110,2, 1.86386766,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.7716
  58GS20090528,   GIN,   232,  1,      7,2,20090605,2028, 74.9850,  -5.9440, 3465,    999.6,  -0.6770,  34.9003,2,  34.8984,2,    310.0,2,     9.14,2,    13.75,2,     0.02,2,     0.97,2,    3.672,2,    1.529,2, 2.24130156,2,   2163.9,2,   2302.2,2,  -999.00,9,  -999.00,9,  -0.7161
  58GS20090528,   GIN,   232,  1,      8,2,20090605,2028, 74.9850,  -5.9440, 3465,    799.8,  -0.6120,  34.9034,2,  34.9057,2,    326.6,2,     7.34,2,    13.00,2,     0.03,2,     0.92,2,    5.553,2,    2.417,2, 2.46992324,2,   2165.8,2,   2299.1,2,  -999.00,9,  -999.00,9,  -0.6422
  58GS20090528,   GIN,   232,  1,      9,2,20090605,2028, 74.9850,  -5.9440, 3465,    599.8,  -0.6080,  34.9024,2,  34.9035,2,    326.4,2,     7.28,2,    13.04,2,     0.03,2,     0.92,2,    5.667,2,    2.424,2, 2.73141483,2,   2164.0,2,   2299.4,2,  -999.00,9,  -999.00,9,  -0.6296
  58GS20090528,   GIN,   232,  1,     10,2,20090605,2028, 74.9850,  -5.9440, 3465,    599.9,  -0.6080,  34.9024,2,-999.0000,9,   -999.0,9,     7.25,2,    12.85,2,     0.02,2,     0.89,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.6296
  58GS20090528,   GIN,   232,  1,     11,2,20090605,2028, 74.9850,  -5.9440, 3465,    499.4,  -0.5910,  34.9027,2,  34.9047,2,    327.6,2,     7.23,2,    12.82,2,     0.03,2,     0.89,2,    5.834,2,    2.547,2, 2.25024636,2,   2161.9,2,   2297.8,2,  -999.00,9,  -999.00,9,  -0.6086
  58GS20090528,   GIN,   232,  1,     12,2,20090605,2028, 74.9850,  -5.9440, 3465,    399.7,  -0.5820,  34.9032,2,  34.9068,2,    328.4,2,     6.98,2,    12.81,2,     0.03,2,     0.88,2,    5.797,6,    2.593,6, 2.46488352,2,   2164.6,2,   2301.3,2,  -999.00,9,  -999.00,9,  -0.5957
  58GS20090528,   GIN,   232,  1,     13,2,20090605,2028, 74.9850,  -5.9440, 3465,    300.3,  -0.5710,  34.9030,2,  34.9060,2,    328.7,2,     6.85,2,    12.68,2,     0.03,2,     0.87,2,    5.918,2,    2.604,2, 2.43048213,2,   2164.7,2,   2303.2,2,  -999.00,9,  -999.00,9,  -0.5811
  58GS20090528,   GIN,   232,  1,     14,2,20090605,2028, 74.9850,  -5.9440, 3465,    199.2,  -0.5480,  34.9036,2,  34.9046,2,    329.0,2,     6.81,2,    12.59,2,     0.03,2,     0.87,2,    5.923,2,    2.643,2,   2.719348,2,   2165.9,2,   2298.8,2,  -999.00,9,  -999.00,9,  -0.5545
  58GS20090528,   GIN,   232,  1,     15,2,20090605,2028, 74.9850,  -5.9440, 3465,    149.8,  -0.4220,  34.9064,2,  34.9091,2,    330.9,2,     6.68,2,    12.40,2,     0.04,2,     0.87,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.4270
  58GS20090528,   GIN,   232,  1,     16,2,20090605,2028, 74.9850,  -5.9440, 3465,     99.8,  -0.0280,  34.9058,2,  34.9100,2,    344.6,2,     4.81,2,    10.03,2,     0.03,2,     0.77,2,    6.371,2,    2.878,2, 2.68527974,2,   2154.1,2,   2302.3,2,     0.85,2,     0.27,2,  -0.0316
  58GS20090528,   GIN,   232,  1,     17,2,20090605,2028, 74.9850,  -5.9440, 3465,     74.8,   0.1180,  34.9037,2,  34.9093,2,    355.3,2,     2.68,2,     8.64,2,     0.04,2,     0.67,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,     0.71,2,     0.24,2,   0.1152
  58GS20090528,   GIN,   232,  1,     18,2,20090605,2028, 74.9850,  -5.9440, 3465,     49.7,   0.5850,  34.9004,2,  34.9061,2,    375.8,2,     0.32,2,     6.22,2,     0.06,2,     0.54,2,    6.735,2,    3.093,2, 2.37499311,2,   2124.4,2,   2306.0,2,     0.72,2,     0.26,2,   0.5830
  58GS20090528,   GIN,   232,  1,     19,2,20090605,2028, 74.9850,  -5.9440, 3465,     30.0,   0.9280,  34.8967,2,  34.9022,2,    378.1,2,     0.17,2,     5.60,2,     0.06,2,     0.47,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,     0.92,2,     0.29,2,   0.9267
  58GS20090528,   GIN,   232,  1,     20,2,20090605,2028, 74.9850,  -5.9440, 3465,     20.0,   0.9310,  34.8972,2,  34.8991,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.9301
  58GS20090528,   GIN,   232,  1,     21,2,20090605,2028, 74.9850,  -5.9440, 3465,     19.9,   0.9300,  34.8973,2,-999.0000,9,   -999.0,9,     0.15,2,     5.60,2,     0.07,2,     0.49,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,     0.63,2,     0.26,2,   0.9291
  58GS20090528,   GIN,   232,  1,     22,2,20090605,2028, 74.9850,  -5.9440, 3465,     10.4,   0.9310,  34.8972,2,  34.8983,2,   -999.0,9,     0.14,2,     5.54,2,     0.07,2,     0.45,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,     0.76,2,     0.40,2,   0.9305
  58GS20090528,   GIN,   232,  1,     23,2,20090605,2028, 74.9850,  -5.9440, 3465,      5.8,   0.9330,  34.8967,2,  34.8984,2,    376.6,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    6.895,2,    3.162,2, 2.40192205,2,   2119.0,2,   2307.9,2,  -999.00,9,  -999.00,9,   0.9327
  58GS20090528,   GIN,   232,  1,     24,2,20090605,2028, 74.9850,  -5.9440, 3465,      5.8,   0.9330,  34.8969,2,-999.0000,9,   -999.0,9,     0.17,2,     5.52,2,     0.06,2,     0.46,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,     1.24,2,     0.70,2,   0.9327
  58GS20090528,   GIN,   233,  1,      1,2,20090606,0057, 75.0000,  -4.9950, 3561,   3551.1,  -0.7940,  34.9098,2,  34.9093,2,    299.3,2,    13.10,2,    14.82,2,     0.01,2,     1.01,2,    0.879,2,    0.365,2, 0.09364513,2,   2160.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -1.0074
  58GS20090528,   GIN,   233,  1,      2,2,20090606,0057, 75.0000,  -4.9950, 3561,   3000.1,  -0.7980,  34.9121,2,  34.9115,2,    298.5,2,    12.49,2,    14.65,2,     0.01,2,     1.00,2,    0.864,2,    0.362,2,          0,2,   2160.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.9646
  58GS20090528,   GIN,   233,  1,      3,2,20090606,0057, 75.0000,  -4.9950, 3561,   2500.3,  -0.7660,  34.9112,2,  34.9109,2,    298.6,2,    11.89,2,    14.68,2,     0.01,2,     1.00,2,    1.170,2,    0.489,2,0.530203659,2,   2160.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.8949
  58GS20090528,   GIN,   233,  1,      4,2,20090606,0057, 75.0000,  -4.9950, 3561,   1999.5,  -0.6520,  34.9019,2,  34.9027,2,    307.4,2,     9.54,2,    13.99,2,     0.01,2,     0.96,2,    3.261,2,    1.409,2, 2.04511034,2,   2163.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.7483
  58GS20090528,   GIN,   233,  1,      5,2,20090606,0057, 75.0000,  -4.9950, 3561,   1500.5,  -0.5850,  34.9018,2,-999.0000,9,    331.2,2,     6.82,2,    12.76,2,     0.02,2,     0.87,2,    6.057,2,    2.708,2,  3.0860481,2,   2164.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.6515
  58GS20090528,   GIN,   233,  1,      6,2,20090606,0057, 75.0000,  -4.9950, 3561,   1199.6,  -0.5690,  34.9031,2,  34.9044,2,   -999.0,9,     6.70,2,    12.65,2,     0.02,2,     0.87,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.6191
  58GS20090528,   GIN,   233,  1,      7,2,20090606,0057, 75.0000,  -4.9950, 3561,    999.8,  -0.5620,  34.9037,2,  34.9061,2,    331.3,2,     6.69,2,    12.55,2,     0.02,2,     0.87,2,    6.183,2,    2.749,2, 2.54311528,2,   2164.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.6020
  58GS20090528,   GIN,   233,  1,      8,2,20090606,0057, 75.0000,  -4.9950, 3561,    799.5,  -0.5460,  34.9045,2,  34.9061,2,    331.3,2,     6.68,2,    12.59,2,     0.02,2,     0.87,2,    5.994,2,    2.764,2, 3.05490307,2,   2162.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.5767
  58GS20090528,   GIN,   233,  1,      9,2,20090606,0057, 75.0000,  -4.9950, 3561,    599.5,  -0.4910,  34.9078,2,  34.9109,2,   -999.0,9,     6.62,2,    12.62,2,     0.02,2,     0.87,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.5132
  58GS20090528,   GIN,   233,  1,     10,2,20090606,0057, 75.0000,  -4.9950, 3561,    599.6,  -0.4880,  34.9081,2,-999.0000,9,    330.5,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    6.155,2,    2.775,2, 3.42383564,2,   2161.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.5102
  58GS20090528,   GIN,   233,  1,     11,2,20090606,0057, 75.0000,  -4.9950, 3561,    500.6,  -0.4240,  34.9126,2,  34.9138,2,    330.6,2,     6.49,2,    12.57,2,     0.02,2,     0.87,2, -999.000,9, -999.000,9,       -999,9,   2163.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.4423
  58GS20090528,   GIN,   233,  1,     12,2,20090606,0057, 75.0000,  -4.9950, 3561,    399.2,  -0.4120,  34.9134,2,  34.9176,2,    330.5,2,     6.47,2,    12.45,2,     0.03,2,     0.87,2,    6.148,2,    2.770,2, 3.05517852,2,   2161.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.4263
  58GS20090528,   GIN,   233,  1,     13,2,20090606,0057, 75.0000,  -4.9950, 3561,    299.6,  -0.4750,  34.9071,2,  34.9110,2,    329.9,2,     6.68,2,    12.58,2,     0.03,2,     0.88,2, -999.000,9, -999.000,9,       -999,9,   2163.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.4853
  58GS20090528,   GIN,   233,  1,     14,2,20090606,0057, 75.0000,  -4.9950, 3561,    199.7,  -0.4410,  34.9068,2,  34.9100,2,    330.3,2,     6.63,2,    12.48,2,     0.04,2,     0.87,2,    6.085,2,    2.790,2, 2.52976299,2,   2161.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.4477
  58GS20090528,   GIN,   233,  1,     15,2,20090606,0057, 75.0000,  -4.9950, 3561,    149.6,  -0.4520,  34.9033,2,  34.9066,2,    330.4,2,     6.62,2,    12.53,2,     0.04,2,     0.87,2, -999.000,9, -999.000,9,       -999,9,   2161.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -0.4570
  58GS20090528,   GIN,   233,  1,     16,2,20090606,0057, 75.0000,  -4.9950, 3561,     99.8,  -0.4270,  34.9000,2,  34.9024,2,    331.3,2,     6.53,2,    12.06,2,     0.02,2,     0.85,2,    6.214,2,    2.896,2, 4.97817167,2,   2160.7,2,   -999.0,9,     0.06,2,     0.20,2,  -0.4303
  58GS20090528,   GIN,   233,  1,     17,2,20090606,0057, 75.0000,  -4.9950, 3561,     74.3,  -0.3890,  34.8978,2,  34.8994,2,    333.6,2,     6.46,2,    12.05,2,     0.04,2,     0.84,2, -999.000,9, -999.000,9,       -999,9,   2160.6,2,   -999.0,9,     0.09,2,     0.27,2,  -0.3915
  58GS20090528,   GIN,   233,  1,     18,2,20090606,0057, 75.0000,  -4.9950, 3561,     50.3,  -0.3060,  34.8938,2,  34.8951,2,    339.0,2,     5.90,2,    11.35,2,     0.04,2,     0.81,2, -999.000,9, -999.000,9,       -999,9,   2158.9,2,   -999.0,9,     0.23,2,     0.36,2,  -0.3077
  58GS20090528,   GIN,   233,  1,     19,2,20090606,0057, 75.0000,  -4.9950, 3561,     30.0,  -0.2090,  34.8845,2,  34.8850,2,    347.6,2,     4.05,2,    10.43,2,     0.05,2,     0.75,2,    6.554,2,    3.065,2, 4.23632356,2,   2152.4,2,   -999.0,9,     1.22,2,     0.53,2,  -0.2100
  58GS20090528,   GIN,   233,  1,     20,2,20090606,0057, 75.0000,  -4.9950, 3561,     18.9,  -0.1770,  34.8826,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.1776
  58GS20090528,   GIN,   233,  1,     21,2,20090606,0057, 75.0000,  -4.9950, 3561,     19.0,  -0.0630,  34.8771,2,  34.8821,2,   -999.0,9,     3.90,2,    10.29,2,     0.05,2,     0.73,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,     1.29,2,     0.40,2,  -0.0637
  58GS20090528,   GIN,   233,  1,     22,2,20090606,0057, 75.0000,  -4.9950, 3561,      9.6,   0.0900,  34.8757,2,  34.8798,2,   -999.0,9,     2.73,2,     9.26,2,     0.05,2,     0.66,2, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,     1.25,2,     0.39,2,   0.0897
  58GS20090528,   GIN,   233,  1,     23,2,20090606,0057, 75.0000,  -4.9950, 3561,      3.4,   0.4150,  34.8734,2,-999.0000,9,    369.0,2,     1.23,2,     7.37,2,     0.05,2,     0.57,2, -999.000,9, -999.000,9,       -999,9,   2130.0,2,   -999.0,9,     1.29,2,     0.50,2,   0.4149
  58GS20090528,   GIN,   233,  1,     24,2,20090606,0057, 75.0000,  -4.9950, 3561,      3.5,   0.4140,  34.8777,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,       -999,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.4139
  58GS20090528,   GIN,   234,  1,      1,2,20090606,0518, 75.0000,  -3.9870, 3570,   3559.9,  -0.7950,  34.9099,2,  34.9055,2,    299.2,2,    13.07,2,    14.79,2,     0.01,2,     1.01,2,    0.853,2,    0.367,2,0.408167507,2,   2161.2,2,   2304.5,2,  -999.00,9,  -999.00,9,  -1.0091
  58GS20090528,   GIN,   234,  1,      2,2,20090606,0518, 75.0000,  -3.9870, 3570,   3000.8,  -0.7890,  34.9125,2,  34.9097,2,    298.4,2,    12.51,2,    14.69,2,     0.01,2,     1.01,2,    0.849,6,    0.366,6,0.407563716,6,   2161.6,2,   2303.8,2,  -999.00,9,  -999.00,9,  -0.9558
  58GS20090528,   GIN,   234,  1,      3,2,20090606,0518, 75.0000,  -3.9870, 3570,   2500.8,  -0.7570,  34.9113,2,  34.9063,2,    298.2,2,    11.89,2,    14.69,2,     0.01,2,     1.01,2,    1.176,2,    0.508,2,0.568424346,2,   2160.6,2,   2299.5,2,  -999.00,9,  -999.00,9,  -0.8861
  58GS20090528,   GIN,   234,  1,      4,2,20090606,0518, 75.0000,  -3.9870, 3570,   2001.6,  -0.6630,  34.9028,2,  34.9019,2,    305.2,2,     9.87,2,    13.99,2,     0.01,2,     0.97,2,    2.893,2,    1.243,2, 1.85976639,2,   2162.1,2,   2299.0,2,  -999.00,9,  -999.00,9,  -0.7592
  58GS20090528,   GIN,   234,  1,      5,2,20090606,0518, 75.0000,  -3.9870, 3570,   1500.4,  -0.5990,  34.9007,2,-999.0000,9,    331.1,2,     6.83,2,    12.74,2,     0.02,2,     0.89,2,    5.866,2,    2.646,2, 3.00934809,2,   2164.9,2,   2299.9,2,  -999.00,9,  -999.00,9,  -0.6653
