cruise,station,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,c13,c13f,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf
4,159,1,1989,9,21,21,28,-64.95,-42.55,4743.6,4733.6,16,795.5,786,0.1615,0.126702,34.677,2,1,27.8387,32.546,37.1474,41.6444,46.0385,28.2362,204.417,2,1,143.217,2,33.9,2,1,-9999,9,126.062,2,1,2.3226,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,159,1,1989,9,21,21,28,-64.95,-42.55,4743.6,4733.6,17,593.8,587,0.2434,0.218084,34.68,2,1,27.8361,32.5406,37.1394,41.6338,46.0254,28.2211,198.186,2,1,148.617,2,34.1,2,1,0,2,125.562,2,1,2.3422,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,159,1,1989,9,21,21,28,-64.95,-42.55,4743.6,4733.6,18,500.6,495,0.2954,-9999,34.6804,0,1,-9999,-9999,-9999,-9999,-9999,28.21,196.477,2,1,-9999,9,34.3,2,1,-9999,9,124.45,2,1,2.352,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,159,1,1989,9,21,21,28,-64.95,-42.55,4743.6,4733.6,19,396.1,392,0.3474,0.33087,34.68,2,1,27.8297,32.5309,37.1264,41.6176,46.0063,28.1978,192.156,2,1,153.636,2,34.3,2,1,-9999,9,122.747,2,1,2.3618,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,159,1,1989,9,21,21,28,-64.95,-42.55,4743.6,4733.6,20,285.1,282,0.3934,0.381677,34.679,2,1,27.8259,32.5257,37.1197,41.6096,45.9968,28.1859,192.458,2,1,152.884,2,34.2,2,1,-9999,9,118.84,2,1,2.352,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,159,1,1989,9,21,21,28,-64.95,-42.55,4743.6,4733.6,21,97.9,97,-1.7425,-1.74452,34.46,2,1,27.7405,32.507,37.1662,41.7192,46.1674,28.0344,290.847,2,1,75.0446,2,30.1,2,1,0.15,2,80.0802,2,1,2.0482,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,159,1,1989,9,21,21,28,-64.95,-42.55,4743.6,4733.6,22,64.6,64,-1.8466,-1.84785,34.452,2,1,27.7368,32.5067,37.1691,41.7253,46.1765,28.0284,293.159,2,1,73.7773,2,30,2,1,0.18,2,79.3764,2,1,2.0384,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,159,1,1989,9,21,21,28,-64.95,-42.55,4743.6,4733.6,23,47.7,47,-1.8576,-1.85851,34.45,2,1,27.7354,32.5057,37.1685,41.725,46.1765,28.026,294.365,2,1,72.6827,2,29.9,2,1,0.18,2,79.3764,2,1,2.0384,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,159,1,1989,9,21,21,28,-64.95,-42.55,4743.6,4733.6,24,8.7,9,-1.8606,-1.86076,34.449,2,1,27.7347,32.505,37.1679,41.7245,46.1761,28.0241,293.762,2,1,73.3109,2,29.9,2,1,0.18,2,79.3764,2,1,2.0384,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,1,4759,4660,-0.6147,-0.94991,34.633,2,1,27.854,32.5942,37.2277,41.7558,46.18,28.443,259.19,2,1,98.5257,2,32.1,2,1,0.01,2,111.231,2,1,2.1854,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,2,4707.5,4610,-0.6097,-0.939617,34.636,2,1,27.856,32.5959,37.2291,41.7568,46.1807,28.4436,257.682,2,1,99.9271,2,32.2,2,1,0,2,111.537,2,1,2.1854,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,3,4608.3,4514,-0.6037,-0.923359,34.637,2,1,27.8562,32.5956,37.2282,41.7555,46.1789,28.4408,257.28,2,1,100.172,2,32.1,2,1,0.01,2,112.333,2,1,2.1952,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,4,4506.5,4416,-0.5897,-0.899231,34.64,2,1,27.8577,32.5963,37.2282,41.7547,46.1774,28.4384,256.878,2,1,100.337,2,32.1,2,1,0,2,111.833,2,1,2.1952,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,5,4507.8,4417,-0.5897,-0.899366,34.64,2,1,27.8577,32.5963,37.2282,41.7547,46.1774,28.4384,256.275,2,1,100.942,2,32.1,2,1,-9999,9,112.333,2,1,2.1952,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,6,4001.4,3925,-0.4575,-0.720446,34.65,2,1,27.8583,32.5913,37.2178,41.7391,46.1567,28.4081,248.838,2,1,106.665,2,32.3,2,1,-9999,9,120.452,2,1,2.205,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,7,4001.7,3925,-0.4565,-0.719511,34.651,2,1,27.8591,32.5921,37.2185,41.7398,46.1573,28.409,248.135,2,1,107.357,2,32.3,2,1,0,2,120.452,2,1,2.2246,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,8,3508.3,3445,-0.3935,-0.611965,34.654,2,1,27.8568,32.5865,37.2097,41.7278,46.1424,28.3878,244.215,2,1,110.262,2,32.4,2,1,0,2,122.053,2,1,2.2148,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,9,3508.6,3446,-0.3925,-0.611024,34.655,2,1,27.8575,32.5872,37.2104,41.7285,46.143,28.3888,244.617,2,1,109.848,2,32.5,2,1,0,2,122.053,2,1,2.2246,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,10,3000.7,2950,-0.3414,-0.517092,34.658,2,1,27.8557,32.5825,37.2029,41.7183,46.1302,28.3707,240.094,2,1,113.488,2,32.6,2,1,-9999,9,122.655,2,1,2.2246,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,11,3001.1,2951,-0.3414,-0.517115,34.656,2,1,27.8541,32.5809,37.2013,41.7167,46.1286,28.3678,241.1,2,1,112.488,2,32.6,2,1,0,2,122.951,2,1,2.2442,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,12,2500.3,2461,-0.2844,-0.421535,34.661,2,1,27.8537,32.5776,37.1951,41.7077,46.117,28.3515,236.878,2,1,115.809,2,32.7,2,1,-9999,9,123.655,2,1,2.2246,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,13,1997.3,1968,-0.2163,-0.318422,34.662,2,1,27.8496,32.5703,37.1848,41.6945,46.1009,28.3262,231.954,2,1,119.779,2,32.8,2,1,0.01,2,124.256,2,1,2.2442,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,14,1494.8,1475,-0.1013,-0.172642,34.667,2,1,27.8464,32.5627,37.1729,41.6784,46.0807,28.2962,224.014,2,1,126.367,2,33.2,2,1,0,2,125.256,2,1,2.2736,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,15,992.3,980,0.0595,0.0152086,34.67,2,1,27.8391,32.5498,37.1544,41.6546,46.0518,28.25,212.758,2,1,135.903,2,33.5,2,1,0,2,125.654,2,1,2.303,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,16,794.1,785,0.1295,0.0949833,34.676,2,1,27.8396,32.5479,37.1502,41.6481,46.0431,28.2432,205.02,2,1,142.903,2,33.9,2,1,0.01,2,126.164,2,1,2.2736,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,17,595.8,589,0.2384,0.213014,34.679,2,1,27.8355,32.5403,37.1392,41.6337,46.0255,28.2211,199.693,2,1,147.158,2,34,2,1,-9999,9,125.154,2,1,2.2932,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,18,498.9,493,0.2884,0.267366,34.68,2,1,27.8333,32.5364,37.1337,41.6267,46.0171,28.2112,194.367,2,1,151.994,2,34.3,2,1,0.01,2,124.46,2,1,2.3422,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,19,396.2,392,0.3354,0.318903,34.682,2,1,27.832,32.5336,37.1294,41.6209,46.0098,28.2048,192.558,2,1,153.336,2,34.4,2,1,0.01,2,123.155,2,1,2.352,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,20,287.3,284,0.3424,0.330705,34.675,2,1,27.8256,32.5269,37.1225,41.6138,46.0024,28.1881,192.859,2,1,152.948,2,34.4,2,1,0,2,119.248,2,1,2.3324,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,21,97.8,97,-1.8446,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,298.485,2,1,-9999,9,29.9,2,1,0.2,2,77.9688,2,1,2.0188,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,22,73.3,73,-1.8576,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,298.485,2,1,-9999,9,29.9,2,1,0.2,2,77.9688,2,1,2.0188,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,23,47.9,47,-1.8586,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,298.786,2,1,-9999,9,29.9,2,1,0.2,2,77.775,2,1,2.0286,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,160,1,1989,9,22,5,4,-65.2167,-41.5167,4769,4759,24,9.2,9,-1.8586,-1.85877,34.46,2,1,27.7436,32.5137,37.1764,41.7329,46.1844,28.0376,299.289,2,1,67.7316,2,29.9,2,1,0.2,2,77.877,2,1,2.0384,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,161,1,1989,9,22,14,47,-65.4,-40.3,4756.3,4746.3,1,4746.3,4648,-0.5997,-0.934071,34.635,2,1,27.855,32.5947,37.2277,41.7553,46.179,28.4415,256.476,2,1,101.083,2,32.4,2,1,-9999,9,115.841,2,1,2.205,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,161,1,1989,9,22,14,47,-65.4,-40.3,4756.3,4746.3,2,4656.5,4561,-0.5947,-0.919715,34.636,2,1,27.8552,32.5945,37.2271,41.7542,46.1775,28.4391,255.37,2,1,102.05,2,32.4,2,1,-9999,9,118.544,2,1,2.1952,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,161,1,1989,9,22,14,47,-65.4,-40.3,4756.3,4746.3,3,4507.7,4417,-0.5436,-0.85476,34.644,2,1,27.8591,32.5963,37.2268,41.7521,46.1734,28.4326,252.456,2,1,104.328,2,32.4,2,1,-9999,9,118.147,2,1,2.1952,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,161,1,1989,9,22,14,47,-65.4,-40.3,4756.3,4746.3,4,4007.7,3931,-0.4335,-0.697748,34.649,2,1,27.8565,32.5889,37.2147,41.7353,46.1523,28.4019,247.23,2,1,108.063,2,32.5,2,1,-9999,9,121.757,2,1,2.2148,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,161,1,1989,9,22,14,47,-65.4,-40.3,4756.3,4746.3,5,4007.8,3931,-0.4345,-9999,34.649,0,1,-9999,-9999,-9999,-9999,-9999,28.4021,247.231,0,1,-9999,9,32.5,0,1,-9999,9,121.757,0,1,2.2148,0,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,161,1,1989,9,22,14,47,-65.4,-40.3,4756.3,4746.3,6,3003.8,2953,-0.3334,-0.509511,34.654,2,1,27.8521,32.5787,37.1989,41.7141,46.1258,28.3631,239.29,2,1,114.232,2,32.7,2,1,-9999,9,122.757,2,1,2.2148,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,161,1,1989,9,22,14,47,-65.4,-40.3,4756.3,4746.3,7,2498.7,2459,-0.2794,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,1,-9999,9,32.8,2,1,-9999,9,123.757,2,1,2.2344,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,161,1,1989,9,22,14,47,-65.4,-40.3,4756.3,4746.3,8,2000.2,1971,-0.2074,-0.309856,34.661,2,1,27.8484,32.5689,37.1831,41.6925,46.0987,28.3221,231.351,2,1,120.306,2,33.1,2,1,-9999,9,124.654,2,1,2.2638,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
4,161,1,1989,9,22,14,47,-65.4,-40.3,4756.3,4746.3,9,996.2,984,0.0775,-9999,34.671,0,1,-9999,-9999,-9999,-9999,-9999,28.2492,211.447,0,1,-9999,9,33.7001,0,1,-9999,9,126.164,0,1,2.29321,0,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
