cruise,station,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,c13,c13f,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf
2,274,1,1986,7,24,0,0,-64.672,-1.99,5117,1,18,0,0,-9999,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,1,-9999,9,-9999,9,1,-9999,9,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,274,1,1986,7,24,0,0,-64.672,-1.99,5117,1,19,0,0,-9999,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,1,-9999,9,-9999,9,1,-9999,9,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,274,1,1986,7,24,0,0,-64.672,-1.99,5117,1,20,0,0,-9999,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,1,-9999,9,-9999,9,1,-9999,9,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,274,1,1986,7,24,0,0,-64.672,-1.99,5117,1,21,0,0,-9999,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,1,-9999,9,-9999,9,1,-9999,9,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,274,1,1986,7,24,0,0,-64.672,-1.99,5117,1,22,0,0,-9999,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,1,-9999,9,-9999,9,1,-9999,9,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,274,1,1986,7,24,0,0,-64.672,-1.99,5117,1,23,0,0,-9999,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,1,-9999,9,-9999,9,1,-9999,9,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,274,1,1986,7,24,0,0,-64.672,-1.99,5117,1,24,0,0,-9999,-9999,-9999,9,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,1,-9999,9,-9999,9,1,-9999,9,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,1,4960.9,4856,-0.418,-0.782008,34.654,2,1,27.8642,32.599,37.2273,41.7504,46.1696,28.4258,250.516,2,1,105.554,2,31.4566,2,1,0.0498068,2,120.626,2,1,2.20455,2,1,2248,2,1,2355.5,0,1,7.62707,0,7.80211,0,1,0.162,5.7922959,2,1,0.075,11.049529,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,61.5,2,5,4.25,2,-9999,4.457,2,-9999,1.944,2,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,2,4945.2,4841,-9999,-9999,34.653,2,1,-9999,-9999,-9999,-9999,-9999,-9999,249.645,2,1,-9999,9,31.6105,2,1,-0.00976605,2,120.429,2,1,2.22537,2,1,-9999,9,1,2353.21,0,1,-9999,9,-9999,9,1,0.151,-9999,2,1,0.079,-9999,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,49.5,2,5,3.86,2,-9999,4.299,2,-9999,1.862,2,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,3,4607.3,4513,-9999,-9999,34.656,2,1,-9999,-9999,-9999,-9999,-9999,-9999,245.72,2,1,-9999,9,31.7955,2,1,0.0195321,2,126.455,2,1,2.22536,2,1,-9999,9,1,2353.52,0,1,-9999,9,-9999,9,1,0.186,-9999,2,1,0.087,-9999,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,48,2,5,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,4,4207,4125,-0.324,-0.611296,34.656,2,1,27.8584,32.588,37.2112,41.7293,46.1438,28.3893,244.412,2,1,110.053,2,31.6929,2,1,0.0195321,2,123.689,2,1,2.22536,2,1,2250.9,2,1,2357.4,0,1,7.62411,0,7.82849,0,1,0.234,8.4616318,2,1,0.103,15.326964,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,50,2,5,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,5,3807.7,3737,-9999,-9999,34.655,2,1,-9999,-9999,-9999,-9999,-9999,-9999,242.668,2,1,-9999,9,31.6517,2,1,0.0595728,2,122.01,2,1,2.21446,2,1,-9999,9,1,2353.31,0,1,-9999,9,-9999,9,1,0.259,-9999,2,1,0.113,-9999,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,6,3406.6,3346,-9999,-9999,34.66,2,1,-9999,-9999,-9999,-9999,-9999,-9999,239.616,2,1,-9999,9,31.7643,2,1,0.0498066,2,122.01,2,1,2.22536,2,1,-9999,9,1,2353.7,0,1,-9999,9,-9999,9,1,0.247,-9999,2,1,0.111,-9999,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,50,2,5,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,7,3006.5,2956,-0.217,-0.396023,34.664,2,1,27.8549,32.578,37.1948,41.7066,46.1151,28.3496,233.991,2,1,118.452,2,31.7742,2,1,0.0400405,2,122.997,2,1,2.22535,2,1,2249.1,2,1,2352.3,0,1,7.61571,0,7.86684,0,1,0.185,6.7857294,2,1,0.081,12.206147,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,8,2606.1,2565,-9999,-9999,34.666,2,1,-9999,-9999,-9999,-9999,-9999,-9999,231.375,2,1,-9999,9,32.0206,2,1,0,2,122.602,2,1,2.24517,2,1,-9999,9,1,2354.23,0,1,-9999,9,-9999,9,1,0.154,-9999,2,1,0.068,-9999,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,9,2206.2,2173,-9999,-9999,34.669,2,1,-9999,-9999,-9999,-9999,-9999,-9999,224.834,2,1,-9999,9,32.2871,2,1,0.0400403,2,123.787,2,1,2.25508,2,1,-9999,9,1,2354.58,0,1,-9999,9,-9999,9,1,0.091,-9999,2,1,0.043,-9999,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,10,1805.7,1780,0.063,-0.0303972,34.677,2,1,27.8471,32.5591,37.1651,41.6665,46.0648,28.2857,218.337,2,1,130.72,2,32.6058,2,1,0.0302742,2,123.885,2,1,2.26497,2,1,2259.5,2,1,2356.8,0,1,7.59944,0,7.89379,0,1,0.079,2.9682636,2,1,0.03,4.6180868,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,11,1507.7,1488,-9999,-9999,34.681,2,1,-9999,-9999,-9999,-9999,-9999,-9999,212.669,2,1,-9999,9,32.4417,2,1,0.0898458,2,123.094,2,1,2.26497,2,1,-9999,9,1,2355.37,0,1,-9999,9,-9999,9,1,0.063,-9999,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,12,1206.5,1191,-9999,-9999,34.685,2,1,-9999,-9999,-9999,-9999,-9999,-9999,203.556,2,1,-9999,9,33.1185,2,1,0.030274,2,121.908,2,1,2.29569,2,1,-9999,9,1,2356.1,0,1,-9999,9,-9999,9,1,0.081,-9999,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,13,1005.3,993,0.368,0.320453,34.688,2,1,27.8367,32.5382,37.1339,41.6254,46.0142,28.2274,200.504,2,1,145.36,2,33.2211,2,1,0.030274,2,120.92,2,1,2.31551,2,1,2268.3,2,1,2358.6,0,1,7.58033,0,7.9006,0,1,0.109,4.1904403,2,1,0.046,7.2261772,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,14,806,797,0.506,0.468368,34.692,2,1,27.8313,32.5284,37.1199,41.6072,45.992,28.2056,203.555,2,1,140.98,2,32.5853,2,1,0.0498054,2,115.486,2,1,2.25504,2,1,2263.9,2,1,2358.5,0,1,7.59231,0,7.91995,0,1,0.119,4.619093,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,37,2,5,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,15,655.8,648,0.582,0.55183,34.695,2,1,27.8287,32.5234,37.1124,41.5974,45.98,28.1953,201.811,2,1,141.976,2,32.5027,2,1,0.0302738,2,112.621,2,1,2.25504,2,1,2263.3,2,1,2357.8,0,1,7.59217,0,7.92473,0,1,0.177,6.9077767,2,1,0.076,12.098816,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,44,2,5,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,16,505.4,500,0.712,0.688875,34.695,2,1,27.8203,32.511,37.0961,41.5773,45.9562,28.1666,200.939,2,1,141.639,2,32.6164,2,1,0.0195315,2,108.175,2,1,2.24512,2,1,2262.4,2,1,2358.1,0,1,7.59559,0,7.93259,0,1,0.218,8.5833836,2,1,0.089,14.279455,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,52,2,5,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,17,353.9,350,0.858,0.84185,34.695,2,1,27.8106,32.4968,37.0776,41.5546,45.9295,28.1346,198.759,2,1,142.478,2,32.9242,2,1,0.0195315,2,103.73,2,1,2.24512,2,1,2260.6,2,1,2355,0,1,7.59247,0,7.93296,0,1,0.282,11.213034,2,1,0.121,19.583208,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,42,2,5,8.28,2,-9999,4.29,2,-9999,1.914,2,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,18,254.4,252,0.982,0.970356,34.685,2,1,27.7942,32.4768,37.0541,41.5276,45.8992,28.0951,196.188,2,1,143.956,2,-9999,9,1,0.00976582,2,97.6054,2,1,2.25505,2,1,2258.6,2,1,2350.9,0,1,7.58736,0,7.92932,0,1,0.401,16.075032,2,1,0.178,29.015993,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,47,2,5,8.07,2,-9999,4.51,2,-9999,1.919,2,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,19,205.6,203,0.942,0.932753,34.667,2,1,27.7822,32.466,37.0445,41.5192,45.892,28.0751,199.635,2,1,140.883,2,-9999,9,1,0.00976595,2,95.6311,2,1,2.29572,2,1,2258.7,2,1,2349.7,0,1,7.58405,0,7.92826,0,1,0.571,22.830411,2,1,0.242,39.357284,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,52,2,5,8,2,-9999,4.47,2,-9999,1.967,2,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,20,155.5,154,0.432,0.425761,34.595,2,1,27.7556,32.4548,37.0483,41.5376,45.9244,28.0373,221.402,2,1,123.772,2,-9999,9,1,0.0693419,2,86.9421,2,1,2.24529,2,1,2252.2,2,1,2346.5,0,1,7.59444,0,7.94983,0,1,1.407,54.407345,2,1,0.611,96.468008,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,78,2,5,6.61,2,-9999,4.71,2,-9999,1.974,2,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,21,105.7,105,-1.834,-1.83609,34.383,2,1,27.6804,32.4505,37.1132,41.6696,46.1211,27.9496,324.001,2,1,43.0191,2,-9999,9,1,0.43663,2,60.671,2,1,2.01264,2,1,2213.8,2,1,2337.3,0,1,7.67588,0,8.07791,0,1,4.72,156.8408,2,1,2.042,281.87646,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,164,2,5,0.13,2,-9999,4.58,2,-9999,2.059,2,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,1,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,24,30.7,30,-1.837,-1.83758,34.383,2,1,27.6804,32.4506,37.1133,41.6697,46.1213,27.9489,324.437,2,1,42.5979,2,-9999,9,1,0.447375,2,60.3751,2,1,2.01264,2,1,2210.4,2,1,2333.6,0,1,7.67543,0,8.08053,0,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,161,2,5,0.11,2,-9999,4.725,2,-9999,1.994,2,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,6,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,81,2,2,-9999,-9999,34.379,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,1,-9999,9,-9999,9,1,-9999,9,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,4.724,-9999,2,1,2.036,-9999,2,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,6,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,82,60,59,-9999,-9999,34.38,2,1,-9999,-9999,-9999,-9999,-9999,-9999,324.267,0,1,-9999,9,-9999,9,1,-9999,9,60.4907,0,1,2.01264,0,1,2211.73,0,1,2335,0,1,7.67552,0,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,158,2,5,-0.36,2,-9999,4.25,2,-9999,1.94,2,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,6,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,83,248,245,-9999,-9999,34.682,2,1,-9999,-9999,-9999,-9999,-9999,-9999,196.64,0,1,-9999,9,-9999,9,1,-9999,9,97.3465,0,1,2.26038,0,1,2258.61,0,1,2350.7,0,1,7.58683,0,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-151,2,2,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,278,6,1986,7,25,0,0,-65.194,-2.103,5230,4960.9,84,3109,3056,-9999,-9999,34.659,2,1,-9999,-9999,-9999,-9999,-9999,-9999,235.432,0,1,-9999,9,31.7716,0,1,-9999,9,122.744,0,1,2.22535,0,1,-9999,9,1,2353.59,0,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-160,2,2,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,1,4946,4841,-9999,-9999,34.649,2,1,-9999,-9999,-9999,-9999,-9999,-9999,251.346,2,1,-9999,9,32.0019,2,1,0.0468772,2,121.832,2,1,2.20456,2,1,-9999,9,1,2353.28,0,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,2,4929.2,4825,-9999,-9999,34.649,2,1,-9999,-9999,-9999,-9999,-9999,-9999,251.346,2,1,-9999,9,32.0452,2,1,-0.00390643,2,123.054,2,1,2.20456,2,1,-9999,9,1,2353.32,0,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,3,4605.4,4511,-9999,-9999,34.653,2,1,-9999,-9999,-9999,-9999,-9999,-9999,247.901,2,1,-9999,9,32.04,2,1,-0.0117193,2,122.674,2,1,2.20653,2,1,-9999,9,1,2353.55,0,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,4,4161.1,4080,-9999,-9999,34.655,2,1,-9999,-9999,-9999,-9999,-9999,-9999,244.848,2,1,-9999,9,-9999,9,1,-0.00976603,2,124.374,2,1,2.2095,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,5,3804,3733,-9999,-9999,34.656,2,1,-9999,-9999,-9999,-9999,-9999,-9999,243.54,2,1,-9999,9,-9999,9,1,-0.00781282,2,121.278,2,1,2.21248,2,1,-9999,9,1,-9999,9,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,6,3403.5,3343,-9999,-9999,34.656,2,1,-9999,-9999,-9999,-9999,-9999,-9999,240.924,2,1,-9999,9,32.0872,2,1,-0.000976603,2,120.422,2,1,2.21545,2,1,-9999,9,1,2353.72,0,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,7,3002.2,2952,-9999,-9999,34.659,2,1,-9999,-9999,-9999,-9999,-9999,-9999,234.864,2,1,-9999,9,32.2079,2,1,-0.0039064,2,122.119,2,1,2.22734,2,1,-9999,9,1,2353.95,0,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,8,2605.2,2564,-9999,-9999,34.662,2,1,-9999,-9999,-9999,-9999,-9999,-9999,231.375,2,1,-9999,9,32.578,2,1,-0.00683619,2,122.699,2,1,2.23328,2,1,-9999,9,1,2354.42,0,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,9,2204.9,2172,-9999,-9999,34.665,2,1,-9999,-9999,-9999,-9999,-9999,-9999,226.579,2,1,-9999,9,32.5728,2,1,-0.00878937,2,122.639,2,1,2.24319,2,1,-9999,9,1,2354.57,0,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
2,280,1,1986,7,25,0,0,-65.645,-3.055,5214,4946,10,1804.8,1779,-9999,-9999,34.671,2,1,-9999,-9999,-9999,-9999,-9999,-9999,220.954,2,1,-9999,9,32.6924,2,1,-0.0117191,2,123.377,2,1,2.25903,2,1,-9999,9,1,2355.01,0,1,-9999,9,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,1,-9999,-9999,9,-9999,9,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9,-9999,9
